book,lex,sp,vs,vt,ctyp,ptyp,gloss
Leviticus,ל,prep,,,,PP,to
Leviticus,מגבעה,subs,,,,NP,head-gear
Leviticus,כ,prep,,,xQtX,CP,as
Leviticus,אשׁר,conj,,,,,<relative>
Leviticus,צוה,verb,piel,perf,,VP,command
Leviticus,יהוה,nmpr,,,,PrNP,YHWH
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,משׁה,nmpr,,,,,Moses
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,נגשׁ,verb,hif,wayq,,VP,approach
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,פר,subs,,,,,young bull
Leviticus,ה,art,,,,,the
Leviticus,חטאת,subs,,,,,sin
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,סמך,verb,qal,wayq,,VP,support
Leviticus,אהרן,nmpr,,,,PrNP,Aaron
Leviticus,ו,conj,,,,,and
Leviticus,בן,subs,,,,,son
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,יד,subs,,,,,hand
Leviticus,על,prep,,,,PP,upon
Leviticus,ראשׁ,subs,,,,,head
Leviticus,פר,subs,,,,,young bull
Leviticus,ה,art,,,,,the
Leviticus,חטאת,subs,,,,,sin
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,שׁחט,verb,qal,wayq,,VP,slaughter
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,לקח,verb,qal,wayq,,VP,take
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,דם,subs,,,,,blood
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,נתן,verb,qal,wayq,,VP,give
Leviticus,על,prep,,,,PP,upon
Leviticus,קרן,subs,,,,,horn
Leviticus,ה,art,,,,,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,סביב,subs,,,,AdvP,surrounding
Leviticus,ב,prep,,,,PP,in
Leviticus,אצבע,subs,,,,,finger
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,חטא,verb,piel,wayq,,VP,miss
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,ו,conj,,,WxQ0,CP,and
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,דם,subs,,,,,blood
Leviticus,יצק,verb,qal,perf,,VP,pour
Leviticus,אל,prep,,,,PP,to
Leviticus,יסוד,subs,,,,,foundation
Leviticus,ה,art,,,,,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,קדשׁ,verb,piel,wayq,,VP,be holy
Leviticus,ל,prep,,,InfC,VP,to
Leviticus,כפר,verb,piel,infc,,,cover
Leviticus,על,prep,,,,PP,upon
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,לקח,verb,qal,wayq,,VP,take
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,כל,subs,,,,,whole
Leviticus,ה,art,,,,,the
Leviticus,חלב,subs,,,,,fat
Leviticus,אשׁר,conj,,,NmCl,CP,<relative>
Leviticus,על,prep,,,,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,קרב,subs,,,,,interior
Leviticus,ו,conj,,,Way0,PP,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,יתרת,subs,,,,,appendage of liver
Leviticus,ה,art,,,,,the
Leviticus,כבד,subs,,,,,liver
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,שׁנים,subs,,,,,two
Leviticus,ה,art,,,,,the
Leviticus,כליה,subs,,,,,kidney
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,חלב,subs,,,,,fat
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,קטר,verb,hif,wayq,,VP,smoke
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,ה,art,,,,AdvP,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,ו,conj,,,WxQ0,CP,and
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,פר,subs,,,,,young bull
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,עור,subs,,,,,skin
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,בשׂר,subs,,,,,flesh
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,פרשׁ,subs,,,,,contents of stomach
Leviticus,שׂרף,verb,qal,perf,,VP,burn
Leviticus,ב,prep,,,,PP,in
Leviticus,ה,art,,,,,the
Leviticus,אשׁ,subs,,,,,fire
Leviticus,מן,prep,,,,PP,from
Leviticus,חוץ,subs,,,,,outside
Leviticus,ל,prep,,,,,to
Leviticus,ה,art,,,,,the
Leviticus,מחנה,subs,,,,,camp
Leviticus,כ,prep,,,xQtX,CP,as
Leviticus,אשׁר,conj,,,,,<relative>
Leviticus,צוה,verb,piel,perf,,VP,command
Leviticus,יהוה,nmpr,,,,PrNP,YHWH
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,משׁה,nmpr,,,,,Moses
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,קרב,verb,hif,wayq,,VP,approach
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,ה,art,,,,,the
Leviticus,עלה,subs,,,,,burnt-offering
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,סמך,verb,qal,wayq,,VP,support
Leviticus,אהרן,nmpr,,,,PrNP,Aaron
Leviticus,ו,conj,,,,,and
Leviticus,בן,subs,,,,,son
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,יד,subs,,,,,hand
Leviticus,על,prep,,,,PP,upon
Leviticus,ראשׁ,subs,,,,,head
Leviticus,ה,art,,,,,the
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,שׁחט,verb,qal,wayq,,VP,slaughter
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,זרק,verb,qal,wayq,,VP,toss
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,דם,subs,,,,,blood
Leviticus,על,prep,,,,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,סביב,subs,,,,AdvP,surrounding
Leviticus,ו,conj,,,WxQ0,CP,and
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,נתח,verb,piel,perf,,VP,cut
Leviticus,ל,prep,,,,PP,to
Leviticus,נתח,subs,,,,,piece
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,קטר,verb,hif,wayq,,VP,smoke
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,ראשׁ,subs,,,,,head
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,נתח,subs,,,,,piece
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,פדר,subs,,,,,kidney-fat
Leviticus,ו,conj,,,WxQ0,CP,and
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,קרב,subs,,,,,interior
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,כרעים,subs,,,,,shank
Leviticus,רחץ,verb,qal,perf,,VP,wash
Leviticus,ב,prep,,,,PP,in
Leviticus,ה,art,,,,,the
Leviticus,מים,subs,,,,,water
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,קטר,verb,hif,wayq,,VP,smoke
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,כל,subs,,,,,whole
Leviticus,ה,art,,,,,the
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,ה,art,,,,AdvP,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,עלה,subs,,,NmCl,NP,burnt-offering
Leviticus,הוא,prps,,,,PPrP,he
Leviticus,ל,prep,,,,PP,to
Leviticus,ריח,subs,,,,,scent
Leviticus,ניחח,subs,,,,,smell of appeasement
Leviticus,אשׁה,subs,,,NmCl,NP,fire offering
Leviticus,הוא,prps,,,,PPrP,he
Leviticus,ל,prep,,,,PP,to
Leviticus,יהוה,nmpr,,,,,YHWH
Leviticus,כ,prep,,,xQtX,CP,as
Leviticus,אשׁר,conj,,,,,<relative>
Leviticus,צוה,verb,piel,perf,,VP,command
Leviticus,יהוה,nmpr,,,,PrNP,YHWH
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,משׁה,nmpr,,,,,Moses
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,קרב,verb,hif,wayq,,VP,approach
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,ה,art,,,,,the
Leviticus,שׁני,adjv,,,,,second
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,ה,art,,,,,the
Leviticus,מלאים,subs,,,,,installation
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,סמך,verb,qal,wayq,,VP,support
Leviticus,אהרן,nmpr,,,,PrNP,Aaron
Leviticus,ו,conj,,,,,and
Leviticus,בן,subs,,,,,son
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,יד,subs,,,,,hand
Leviticus,על,prep,,,,PP,upon
Leviticus,ראשׁ,subs,,,,,head
Leviticus,ה,art,,,,,the
Leviticus,איל,subs,,,,,"ram, despot"
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,שׁחט,verb,qal,wayq,,VP,slaughter
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,לקח,verb,qal,wayq,,VP,take
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,מן,prep,,,,PP,from
Leviticus,דם,subs,,,,,blood
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,נתן,verb,qal,wayq,,VP,give
Leviticus,על,prep,,,,PP,upon
Leviticus,תנוך,subs,,,,,earlobe
Leviticus,אזן,subs,,,,,ear
Leviticus,אהרן,nmpr,,,,,Aaron
Leviticus,ה,art,,,,,the
Leviticus,ימני,adjv,,,,,right-hand
Leviticus,ו,conj,,,,,and
Leviticus,על,prep,,,,,upon
Leviticus,בהן,subs,,,,,thumb
Leviticus,יד,subs,,,,,hand
Leviticus,ה,art,,,,,the
Leviticus,ימני,adjv,,,,,right-hand
Leviticus,ו,conj,,,,,and
Leviticus,על,prep,,,,,upon
Leviticus,בהן,subs,,,,,thumb
Leviticus,רגל,subs,,,,,foot
Leviticus,ה,art,,,,,the
Leviticus,ימני,adjv,,,,,right-hand
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,קרב,verb,hif,wayq,,VP,approach
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,בן,subs,,,,,son
Leviticus,אהרן,nmpr,,,,,Aaron
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,נתן,verb,qal,wayq,,VP,give
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,מן,prep,,,,PP,from
Leviticus,ה,art,,,,,the
Leviticus,דם,subs,,,,,blood
Leviticus,על,prep,,,,PP,upon
Leviticus,תנוך,subs,,,,,earlobe
Leviticus,אזן,subs,,,,,ear
Leviticus,ה,art,,,,,the
Leviticus,ימני,adjv,,,,,right-hand
Leviticus,ו,conj,,,,,and
Leviticus,על,prep,,,,,upon
Leviticus,בהן,subs,,,,,thumb
Leviticus,יד,subs,,,,,hand
Leviticus,ה,art,,,,,the
Leviticus,ימני,adjv,,,,,right-hand
Leviticus,ו,conj,,,,,and
Leviticus,על,prep,,,,,upon
Leviticus,בהן,subs,,,,,thumb
Leviticus,רגל,subs,,,,,foot
Leviticus,ה,art,,,,,the
Leviticus,ימני,adjv,,,,,right-hand
Leviticus,ו,conj,,,WayX,CP,and
Leviticus,זרק,verb,qal,wayq,,VP,toss
Leviticus,משׁה,nmpr,,,,PrNP,Moses
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,דם,subs,,,,,blood
Leviticus,על,prep,,,,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,מזבח,subs,,,,,altar
Leviticus,סביב,subs,,,,AdvP,surrounding
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,לקח,verb,qal,wayq,,VP,take
Leviticus,את,prep,,,,PP,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,חלב,subs,,,,,fat
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,ה,art,,,,,the
Leviticus,אליה,subs,,,,,fat tail
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,כל,subs,,,,,whole
Leviticus,ה,art,,,,,the
Leviticus,חלב,subs,,,,,fat
Leviticus,אשׁר,conj,,,NmCl,CP,<relative>
Leviticus,על,prep,,,,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,קרב,subs,,,,,interior
Leviticus,ו,conj,,,Way0,PP,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,יתרת,subs,,,,,appendage of liver
Leviticus,ה,art,,,,,the
Leviticus,כבד,subs,,,,,liver
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,שׁנים,subs,,,,,two
Leviticus,ה,art,,,,,the
Leviticus,כליה,subs,,,,,kidney
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,חלב,subs,,,,,fat
Leviticus,ו,conj,,,,,and
Leviticus,את,prep,,,,,<object marker>
Leviticus,שׁוק,subs,,,,,splint-bone
Leviticus,ה,art,,,,,the
Leviticus,ימין,subs,,,,,right-hand side
Leviticus,ו,conj,,,WxQ0,CP,and
Leviticus,מן,prep,,,,PP,from
Leviticus,סל,subs,,,,,basket
Leviticus,ה,art,,,,,the
Leviticus,מצה,subs,,,,,matzo
Leviticus,אשׁר,conj,,,NmCl,CP,<relative>
Leviticus,ל,prep,,,,PP,to
Leviticus,פנה,subs,,,,,face
Leviticus,יהוה,nmpr,,,,,YHWH
Leviticus,לקח,verb,qal,perf,WxQ0,VP,take
Leviticus,חלה,subs,,,,NP,bread
Leviticus,מצה,subs,,,,,matzo
Leviticus,אחד,subs,,,,,one
Leviticus,ו,conj,,,,,and
Leviticus,חלה,subs,,,,,bread
Leviticus,לחם,subs,,,,,bread
Leviticus,שׁמן,subs,,,,,oil
Leviticus,אחד,subs,,,,,one
Leviticus,ו,conj,,,,,and
Leviticus,רקיק,subs,,,,,wafer
Leviticus,אחד,subs,,,,,one
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,שׂים,verb,qal,wayq,,VP,put
Leviticus,על,prep,,,,PP,upon
Leviticus,ה,art,,,,,the
Leviticus,חלב,subs,,,,,fat
Leviticus,ו,conj,,,,,and
Leviticus,על,prep,,,,,upon
Leviticus,שׁוק,subs,,,,,splint-bone
Leviticus,ה,art,,,,,the
Leviticus,ימין,subs,,,,,right-hand side
Leviticus,ו,conj,,,Way0,CP,and
Leviticus,נתן,verb,qal,wayq,,VP,give
Leviticus,את,prep,,,,PP,<object marker>
